Oyun Adı,Fiyat,Oyun Türü,Dil Desteği,Geliştirici,Pegi,URL
A Total War Saga: TROY,"₺74,75","Tek Oyunculu, Strateji, Sıra Temelli Strateji, Çok Oyunculu",,CREATIVE ASSEMBLY,,https://store.epicgames.com/tr/p/a-total-war-saga-troy
Horizon Zero Dawn™ Complete Edition,,,,Guerrilla,PEGI 16,https://store.epicgames.com/tr/p/horizon-zero-dawn-complete-edition
Wilmot's Warehouse,₺25,"Kumanda Desteği, Eşli, Tek Oyunculu, Bağımsız, Bulmaca",,"Hollow Ponds, Richard Hogg",,https://store.epicgames.com/tr/p/wilmots-warehouse
"3 out of 10, EP 1: ""Welcome To Shovelworks""",₺17,"Tek Oyunculu, Aksiyon",,"Terrible Posture Games, Inc.",,https://store.epicgames.com/tr/p/3-out-of-10-ep-1
Wizards: Wand of Epicosity,"₺13,20","RYO, Aksiyon-Macera, Aksiyon, Tek Oyunculu, Macera",,Game Mechanic Studios,,https://store.epicgames.com/tr/p/wizards-wand-of-epicosity
Hellpoint,₺59,"RYO, Çok Oyunculu, Aksiyon, Eşli, Tek Oyunculu","İngilizce, Basitleştirilmiş Çince, Fransızca, Almanca, İtalyanca, Portekizce, Rusça, İspanyolca (İspanya), Japonca, Korece",Cradle Games,PEGI 12,https://store.epicgames.com/tr/p/hellpoint
Barony,₺149,"Eşli, Bulut Kayıtları, Tek Oyunculu, Birinci Şahıs, Zindan Tarayıcısı",,Turning Wheel LLC,PEGI 16,https://store.epicgames.com/tr/p/barony
20XX,₺24,"Bulut Kayıtları, Platform, Eşli",,Batterystaple,,https://store.epicgames.com/tr/p/20xx
Superbrothers: Sword & Sworcery EP,₺13,"Bulut Kayıtları, Macera, Tek Oyunculu, Bağımsız","Seslendirme: İngilizce.  İngilizce, Japonca.",Capybara Games,,https://store.epicgames.com/tr/p/superbrothers-sword-and-sworcery-ep
Neon Abyss,₺60,"Kumanda Desteği, Platform, Nişancı, Rogue-lite, Bulut Kayıtları",,Veewo Games,PEGI 16,https://store.epicgames.com/tr/p/neon-abyss
Ageless,₺32,"Platform, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Macera",,One More Dream Studios,PEGI 7,https://store.epicgames.com/tr/p/ageless
Destroy All Humans!,₺135,"Kumanda Desteği, Aksiyon-Macera, Aksiyon, Açık Dünya, Başarılar, Macera",,,,https://store.epicgames.com/tr/p/destroy-all-humans
Next Up Hero,₺33,"RYO, Zindan Tarayıcısı, Aksiyon, Kumanda Desteği",,Digital Continue,PEGI 7,https://store.epicgames.com/tr/p/next-up-hero
Tacoma,₺31,"Bulut Kayıtları, Tek Oyunculu, Bağımsız, Macera, Birinci Şahıs","Seslendirme: İngilizce |  İngilizce, Basitleştirilmiş Çince, Fransızca, Almanca, İtalyanca, Japonca, Korece, Brezilya Portekizcesi, Rusça, İspanyolca (İspanya)",Fullbright,,https://store.epicgames.com/tr/p/tacoma
Samurai Jack: Battle Through Time,₺69,"Kumanda Desteği, Aksiyon-Macera, Aksiyon, Bulut Kayıtları, Dövüş, Macera",,Soleil Ltd.,PEGI 16,https://store.epicgames.com/tr/p/samurai-jack-battle-through-time
Farming Simulator 19,₺100,"Simülasyon, Bulut Kayıtları, Tek Oyunculu, Çok Oyunculu",,Giants Software GmbH,PEGI 3,https://store.epicgames.com/tr/p/farming-simulator-19
SUPERHOT: Mind Control Delete,₺399,"Kumanda Desteği, Nişancı, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Birinci Şahıs",,SUPERHOT Team,PEGI 12,https://store.epicgames.com/tr/p/superhot-mind-control-delete
Torchlight II,"₺475,17","RYO, Aksiyon-Macera, Aksiyon, Eşli, Bulut Kayıtları, Zindan Tarayıcısı",,Runic Games,PEGI 12,https://store.epicgames.com/tr/p/torchlight-2
Killing Floor 2,₺49,"Hayatta Kalma, Çok Oyunculu, Nişancı, Aksiyon, Eşli, Bulut Kayıtları, Birinci Şahıs, Korku",,Tripwire Interactive,PEGI 18,https://store.epicgames.com/tr/p/killing-floor-2
Lifeless Planet: Premier Edition,₺31,"Macera, Tek Oyunculu, Bağımsız, Aksiyon","İngilizce, Fransızca, Almanca, Rusça, İspanyolca (İspanya)",Stage 2 Studios,PEGI 12,https://store.epicgames.com/tr/p/lifeless-planet-premier-edition
The Escapists 2,₺60,"Simülasyon, Bulut Kayıtları, Bağımsız, Strateji",,Team17 ve Mouldy Toof Studios,PEGI 7,https://store.epicgames.com/tr/p/the-escapists-2
Hue,₺25,"Bulmaca, Tek Oyunculu, Platform, Macera",,Fiddle Sticks,,https://store.epicgames.com/tr/p/hue
Trackmania Starter Access,₺499,,"İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca, Rusça, Lehçe, Brezilya Portekizcesi, Çekçe, Basitleştirilmiş Çince, Türkçe, Korece, Japonca, Danca, Geleneksel Çince",Ubisoft Nadeo,PEGI 3,https://store.epicgames.com/tr/p/trackmania
AER,₺25,"Keşif, Açık Dünya, Tek Oyunculu, Başarılar, Macera",,Forgotten Key,PEGI 7,https://store.epicgames.com/tr/p/aer-memories-of-old
Anno 1701 History Edition,₺249,"Şehir Kurma, Strateji","Yalnızca  İtalyanca, Lehçe, Macarca, Çekçe",Ubisoft Blue Byte,PEGI 7,https://store.epicgames.com/tr/p/anno-1701
Anno 1404 History Edition,₺379,"Şehir Kurma, Strateji","Sadedece  Lehçe, Çekçe, Rusça",Ubisoft Blue Byte,PEGI 7,https://store.epicgames.com/tr/p/anno-1404
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,₺135,"Aksiyon-Macera, Aksiyon, Tek Oyunculu, Başarılar, Macera, Basit Eğlence",,Purple Lamp Studios,PEGI 7,https://store.epicgames.com/tr/p/spongebob-squarepants-battle-for-bikini-bottom-rehydrated
Desperados III,₺340,"Tek Oyunculu, Strateji, Başarılar",,Mimimi Games,PEGI 18,https://store.epicgames.com/tr/p/desperados-3
Among Trees,"₺24,70","Hayatta Kalma, Keşif, Bulut Kayıtları, Tek Oyunculu, Bağımsız",,FJRD Interactive,,https://store.epicgames.com/tr/p/among-trees
Pathway,₺189,"Sıra Temelli, Tek Oyunculu, Strateji",,Robotality,,https://store.epicgames.com/tr/p/pathway
ARK: Survival Evolved,₺115,"RYO, Hayatta Kalma, Tek Oyunculu, Macera",,Studio Wildcard,PEGI 16,https://store.epicgames.com/tr/p/ark
SAMURAI SHODOWN,"₺11,85","Aksiyon, Bulut Kayıtları, Tek Oyunculu, Dövüş, Online Multiplayer",,SNK,PEGI 16,https://store.epicgames.com/tr/p/samurai-shodown-reboot
SAMURAI SHODOWN NEOGEO COLLECTION,₺69,"Bulut Kayıtları, Çok Oyunculu, Dövüş","Seslendirme: Japonca.  Japonca, Geleneksel Çince, İngilizce, Fransızca, İtalyanca, İspanyolca (İspanya).",Digital Eclipse,PEGI 16,https://store.epicgames.com/tr/p/samurai-shodown-neogeo-collection
Beyond Blue,₺33,"Bulut Kayıtları, Tek Oyunculu, Bağımsız, Macera, Basit Eğlence",,E-Line Media,PEGI 7,https://store.epicgames.com/tr/p/beyond-blue
RimWorld,₺249,"Simülasyon, Strateji, Bulut Kayıtları, Tek Oyunculu, Şehir Kurma",,Ludeon Studios,PEGI 16,https://store.epicgames.com/tr/p/rimworld
Disco Elysium - The Final Cut,₺575,"RYO, Macera, Tek Oyunculu, Bulut Kayıtları",,ZA/UM,PEGI 18,https://store.epicgames.com/tr/p/disco-elysium
Poly Bridge 2,₺25,"Bulut Kayıtları, Bulmaca, Tek Oyunculu",,Dry Cactus,,https://store.epicgames.com/tr/p/poly-bridge-2
Borderlands 2,₺1.499,,,Gearbox Software,PEGI 18,https://store.epicgames.com/tr/p/borderlands-2
Sludge Life,₺30,"Macera, Tek Oyunculu",,Terri Vellmann & Doseone,,https://store.epicgames.com/tr/p/sludge-life
Maneater,₺69,"Bulut Kayıtları, RYO, Tek Oyunculu, Aksiyon",,Tripwire Interactive,PEGI 18,https://store.epicgames.com/tr/p/maneater
Saints Row®: The Third™ Remastered,"₺374,22","Aksiyon, Çok Oyunculu",,"Deep Silver Volition, Sperasoft",,https://store.epicgames.com/tr/p/saints-row-the-third-remastered
Sid Meier's Civilization® VI,₺1.499,"Strateji, Sıra Temelli Strateji, Rekabetçi, Çok Oyunculu, Tek Oyunculu, Sıra Temelli",,Firaxis Games,,https://store.epicgames.com/tr/p/sid-meiers-civilization-vi
The Witcher 3: Wild Hunt – Complete Edition,₺829,,"İngilizce, İtalyanca, İspanyolca (İspanya), Fransızca, Almanca, Arapça, Çekçe, Japonca, Basitleştirilmiş Çince, Geleneksel Çince, Macarca, Korece, Lehçe, Brezilya Portekizcesi, Rusça, Türkçe",CD PROJEKT RED,PEGI 18,https://store.epicgames.com/tr/p/the-witcher-3-wild-hunt
Huntdown,₺190,"Bulut Kayıtları, Platform, Aksiyon, Eşli","Fransızca, Almanca, İspanyolca (İspanya), İtalyanca, Japonca, Basitleştirilmiş Çince",Easy Trigger Games,,https://store.epicgames.com/tr/p/huntdown
Before We Leave,₺33,"Strateji, Bulut Kayıtları, Tek Oyunculu, Bağımsız, Şehir Kurma",,Balancing Monkey Games,PEGI 7,https://store.epicgames.com/tr/p/before-we-leave
Death Coming,₺13,"Bulmaca, Tek Oyunculu, Strateji, Basit Eğlence",,NExT Studios,PEGI 16,https://store.epicgames.com/tr/p/death-coming
Old World,₺999,"Bulut Kayıtları, Tek Oyunculu, Strateji, Başarılar",,Mohawk Games,,https://store.epicgames.com/tr/p/old-world
Levelhead,₺32,"Macera, Tek Oyunculu, Bağımsız",,Butterscotch Shenanigans,,https://store.epicgames.com/tr/p/levelhead
Amnesia: The Dark Descent,₺31,"Tek Oyunculu, Birinci Şahıs, Korku",,Frictional Games,PEGI 16,https://store.epicgames.com/tr/p/amnesia-the-dark-descent
Crashlands,₺25,"RYO, Macera, Tek Oyunculu, Aksiyon",,Butterscotch Shenanigans,PEGI 7,https://store.epicgames.com/tr/p/crashlands
Dread Nautical,"₺9,90","Bağımsız, Aksiyon",,Zen Studios,,https://store.epicgames.com/tr/p/dread-nautical
SnowRunner,₺550,"Simülasyon, Eşli, Bulut Kayıtları, Tek Oyunculu, Macera",,Saber Interactive,,https://store.epicgames.com/tr/p/snowrunner
SMITE,₺624,"Rekabetçi, Çok Oyunculu, Aksiyon, Tek Oyunculu, MOBA",,Titan Forge Games,PEGI 12,https://store.epicgames.com/tr/p/smite
Digital Deluxe Edition,₺559,"Nişancı, Aksiyon, Rekabetçi",,IllFonic,PEGI 18,https://store.epicgames.com/tr/p/predator-hunting-grounds-digital-deluxe-edition-83f461
Predator: Hunting Grounds,₺559,"Online Multiplayer, Nişancı, Aksiyon, Rekabetçi",,IllFonic,PEGI 18,https://store.epicgames.com/tr/p/predator-hunting-grounds
Just Cause 4 Reloaded,₺69,"Açık Dünya, Tek Oyunculu, Aksiyon",,Avalanche Studios,,https://store.epicgames.com/tr/p/just-cause-4
For The King,₺32,"Sıra Temelli, Macera, Bulut Kayıtları, Eşli",,IronOak Games,PEGI 12,https://store.epicgames.com/tr/p/for-the-king
Wheels of Aurelia,₺25,"Yarış, Bağımsız, Hikaye Anlatımı, Tek Oyunculu",,Santa Ragione srl,,https://store.epicgames.com/tr/p/wheels-of-aurelia
Industries of Titan,₺49,"Simülasyon, Strateji, Bulut Kayıtları, Tek Oyunculu, Şehir Kurma","İngilizce, Fransızca, Almanca, İtalyanca, İspanyolca (İspanya), Basitleştirilmiş Çince, Lehçe, Brezilya Portekizcesi, Japonca, Türkçe, Rusça",Brace Yourself Games,,https://store.epicgames.com/tr/p/industries-of-titan
Sherlock Holmes: Crimes and Punishments,₺1.200,"Bulut Kayıtları, Macera, Tek Oyunculu",,Frogwares,PEGI 16,https://store.epicgames.com/tr/p/sherlock-holmes-crimes-and-punishments
Hob,"₺475,17","Aksiyon-Macera, Aksiyon, Keşif, Tek Oyunculu, Macera",,Runic Games,PEGI 7,https://store.epicgames.com/tr/p/hob
Gone Home,₺25,"Aksiyon, Bulut Kayıtları, Tek Oyunculu, Macera, Birinci Şahıs",,The Fullbright Company,,https://store.epicgames.com/tr/p/gone-home
Totally Reliable Delivery Service,₺25,"Kumanda Desteği, Parti, Eşli, Bağımsız, Tek Oyunculu, Yerel Çok Oyunculu, Çapraz Platform, Online Multiplayer, Basit Eğlence",,We're Five Games,PEGI 3,https://store.epicgames.com/tr/p/totally-reliable-delivery-service
Mount & Blade II,₺999,"Simülasyon, RYO, Strateji, Aksiyon, Tek Oyunculu, Online Multiplayer",,TaleWorlds Entertainment,PEGI 16,https://store.epicgames.com/tr/p/mount-and-blade-2
Genesis Alpha One,₺49,"Bulut Kayıtları, Tek Oyunculu, Birinci Şahıs, Kumanda Desteği",,Radiation Blue,,https://store.epicgames.com/tr/p/genesis-alpha-one
Tormentor X Punisher,₺15,"Bağımsız, Aksiyon",,E-Studio,,https://store.epicgames.com/tr/p/tormentor-x-punisher
Figment,₺31,"Macera, Tek Oyunculu, Bağımsız, Aksiyon",,Bedtime Digital Games,PEGI 12,https://store.epicgames.com/tr/p/figment
The Stanley Parable,₺24,"Bulut Kayıtları, Tek Oyunculu, Hikaye Anlatımı, Macera, Komedi",,Galactic Cafe,,https://store.epicgames.com/tr/p/the-stanley-parable
Assassin's Creed Rogue,₺499,"RYO, Kumanda Desteği, Aksiyon, Tek Oyunculu, Gizlilik","Arapça, Felemenkçe, Lehçe, Korece",Ubisoft,PEGI 18,https://store.epicgames.com/tr/p/assassins-creed-rogue
Paladins,₺135,"Nişancı, Rekabetçi, Çok Oyunculu",,Evil Mojo Games,PEGI 12,https://store.epicgames.com/tr/p/paladins
Watch Dogs,₺499,"Macera, Tek Oyunculu, Aksiyon, Eşli","İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca - İspanya, Çekçe, Danca, Felemenkçe, Macarca, Lehçe, Brezilya Portekizcesi, İsveççe, Fince, Norveççe, Portekizce",Ubisoft Montreal,PEGI 18,https://store.epicgames.com/tr/p/watch-dogs
UNO,₺249,"Strateji, Çok Oyunculu, Kart Oyunu, Tek Oyunculu, Basit Eğlence","Fransızca, İtalyanca, Almanca, İspanyolca (İspanya), Brezilya Portekizcesi, Rusça, Japonca, Felemenkçe",Ubisoft,PEGI 3,https://store.epicgames.com/tr/p/uno
State of Decay 2: Juggernaut Edition,₺69,"Bulut Kayıtları, Macera, Online Multiplayer",,Undead Labs,PEGI 18,https://store.epicgames.com/tr/p/state-of-decay-2-juggernaut-edition
A Short Hike,"₺15,50","Platform, Bağımsız, Basit Eğlence, Tek Oyunculu",,Adam Robinson-Yu,,https://store.epicgames.com/tr/p/a-short-hike
Mutazione,₺279,"Bulut Kayıtları, Macera, Tek Oyunculu, Fantezi",,Die Gute Fabrik,PEGI 7,https://store.epicgames.com/tr/p/mutazione
Bloodroots,₺33,"Aksiyon-Macera, Aksiyon, Tek Oyunculu, Bağımsız, Macera",,Paper Cult,,https://store.epicgames.com/tr/p/bloodroots
Anodyne 2: Return to Dust,₺32,"Bulut Kayıtları, Macera, Bağımsız, Keşif",,Analgesic Productions,,https://store.epicgames.com/tr/p/anodyne-2-return-to-dust
GoNNER,₺18,"Tek Oyunculu, Platform",,Art in Heart,PEGI 7,https://store.epicgames.com/tr/p/gonner
InnerSpace,₺31,"Tek Oyunculu, Keşif",,PolyKnight Games,,https://store.epicgames.com/tr/p/innerspace
OVERPASS™,₺69,"Simülasyon, Kumanda Desteği, Yarış, Spor",,Zordix Racing,,https://store.epicgames.com/tr/p/overpass
Offworld Trading Company,₺50,"Bağımsız, Strateji, Rekabetçi",,Mohawk Games,,https://store.epicgames.com/tr/p/offworld-trading-company
Foregone,₺33,"RYO, Platform, Aksiyon, Bulut Kayıtları, Tek Oyunculu",,Big Blue Bubble,,https://store.epicgames.com/tr/p/foregone
Kine,₺25,"Strateji, Bulut Kayıtları, Tek Oyunculu, Hikaye Anlatımı, Bulmaca",,Gwen Frey,,https://store.epicgames.com/tr/p/kine
Assassin's Creed Syndicate,₺999,"Kumanda Desteği, Aksiyon, Açık Dünya, Tek Oyunculu, Gizlilik",,Ubisoft,PEGI 18,https://store.epicgames.com/tr/p/assassins-creed-syndicate
Anno 2205,₺999,"Strateji, Çok Oyunculu, Tek Oyunculu, Şehir Kurma, Sıra Temelli","İspanyolca (İspanya), Lehçe",Blue Byte,PEGI 7,https://store.epicgames.com/tr/p/anno-2205
Far Cry 3: Blood Dragon,₺379,"Nişancı, Açık Dünya, Tek Oyunculu, Macera, Birinci Şahıs",,Ubisoft,,https://store.epicgames.com/tr/p/far-cry-3-blood-dragon
Faeria,₺69,"RYO, Tek Oyunculu, Kart Oyunu, Strateji",,Abrakam,PEGI 7,https://store.epicgames.com/tr/p/faeria
Kingdom Come: Deliverance,"₺374,22","RYO, Kumanda Desteği, Aksiyon, Bulut Kayıtları, Açık Dünya, Tek Oyunculu, Macera",,Warhorse Studios,PEGI 18,https://store.epicgames.com/tr/p/kingdom-come-deliverance
Corruption 2029,₺33,"Sıra Temelli, Gizlilik, Tek Oyunculu",,The Bearded Ladies,,https://store.epicgames.com/tr/p/corruption-2029
Aztez,₺31,"Kumanda Desteği, Aksiyon, Tek Oyunculu, Bağımsız, Dövüş",,Team Colorblind,,https://store.epicgames.com/tr/p/aztez
Carcassonne,"₺18,50","Strateji, Basit Eğlence, Rekabetçi, Çok Oyunculu",,Asmodee Digital,,https://store.epicgames.com/tr/p/carcassonne
Zombie Army 4: Dead War,₺79,"Çok Oyunculu, Nişancı, Aksiyon, Bulut Kayıtları, Başarılar, Korku",,Rebellion,PEGI 18,https://store.epicgames.com/tr/p/zombie-army-4-dead-war
Journey to the Savage Planet,₺49,"Bulut Kayıtları, Tek Oyunculu, Aksiyon, Keşif",,Typhoon Studios,PEGI 18,https://store.epicgames.com/tr/p/journey-to-the-savage-planet
Magic: The Gathering Arena,,"Kart Oyunu, Strateji, Rekabetçi, Çok Oyunculu",,Wizards of the Coast,PEGI 12,https://store.epicgames.com/tr/p/mtg-arena
Darksiders Warmastered Edition,₺29,"RYO, Macera, Aksiyon, Kumanda Desteği",,"KAIKO, Vigil Games",PEGI 18,https://store.epicgames.com/tr/p/darksiders
Darksiders II Deathinitive Edition,₺49,"RYO, Macera, Aksiyon, Kumanda Desteği",,"Gunfire Games, Vigil Games, THQ Nordic",PEGI 16,https://store.epicgames.com/tr/p/darksiders2
TowerFall Ascension,₺33,"Kumanda Desteği, Çok Oyunculu, Aksiyon, Eşli, Bulut Kayıtları, Bağımsız, Tek Oyunculu",,Matt Makes Games,,https://store.epicgames.com/tr/p/towerfall-ascension
The Talos Principle,"₺434,59","Macera, Tek Oyunculu, Bağımsız, Aksiyon",,Croteam,PEGI 7,https://store.epicgames.com/tr/p/the-talos-principle
Faster Than Light,₺219,"Tek Oyunculu, Strateji",,Subset Games,,https://store.epicgames.com/tr/p/faster-than-light
Into The Breach,₺299,"Sıra Temelli, Tek Oyunculu, Strateji, Sıra Temelli Strateji",,Subset Games,,https://store.epicgames.com/tr/p/into-the-breach
Wattam,₺150,"Kumanda Desteği, Eşli, Bulut Kayıtları, Bağımsız, Macera, Basit Eğlence",,"Funomena, Inc.",PEGI 3,https://store.epicgames.com/tr/p/wattam
The Telltale Batman Shadows Sürümü,₺49,"Kumanda Desteği, Aksiyon-Macera, Aksiyon, Tek Oyunculu, Macera",,,PEGI 18,https://store.epicgames.com/tr/p/the-telltale-batman
The Escapists,₺50,"Tek Oyunculu, Strateji, Aksiyon",,Mouldy Toof Studios,,https://store.epicgames.com/tr/p/the-escapists
Detroit: Become Human,₺142,"Tek Oyunculu, Hikaye Anlatımı, Aksiyon",,Quantic Dream,,https://store.epicgames.com/tr/p/detroit-become-human
SuperMash,₺33,"Simülasyon, Tek Oyunculu, Bağımsız",,Digital Continue,,https://store.epicgames.com/tr/p/supermash
MechWarrior 5: Mercenaries,"₺19,60","Simülasyon, Çok Oyunculu, Nişancı, Aksiyon, Tek Oyunculu",,Piranha Games,,https://store.epicgames.com/tr/p/mechwarrior-5
Hades,₺235,"RYO, Kumanda Desteği, Aksiyon, Tek Oyunculu, Başarılar",,Supergiant Games,,https://store.epicgames.com/tr/p/hades
Jotun: Valhalla Sürümü,₺25,"Macera, Bağımsız, Aksiyon, Kumanda Desteği",,Thunder Lotus,,https://store.epicgames.com/tr/p/jotun
The Crew 2,₺749,"Kumanda Desteği, Rekabetçi, Çok Oyunculu, Yarış, Tek Oyunculu","Almanca, İngilizce, Fransızca, İtalyanca, İspanyolca (İspanya), Japonca, Brezilya Portekizcesi, Rusça, Arapça, Felemenkçe, Lehçe, Korece, Basitleştirilmiş Çince, Geleneksel Çince",Ivory Tower,,https://store.epicgames.com/tr/p/the-crew-2
Arise: A Simple Story,₺45,"Macera, Tek Oyunculu, Eşli",,Piccolo,,https://store.epicgames.com/tr/p/arise-a-simple-story
The Wolf Among Us,₺39,"Macera, Tek Oyunculu, Aksiyon",,,,https://store.epicgames.com/tr/p/the-wolf-among-us
Rayman Legends,₺749,"Macera, Platform, Tek Oyunculu, Aksiyon",,Ubisoft,,https://store.epicgames.com/tr/p/rayman-legends
Oxygen Not Included,₺39,"Simülasyon, Bulut Kayıtları, Tek Oyunculu, Strateji",,Klei Entertainment,PEGI 3,https://store.epicgames.com/tr/p/oxygen-not-included
Shenmue 3,₺50,"RYO, Macera, Tek Oyunculu, Aksiyon",,Ys Net,PEGI 16,https://store.epicgames.com/tr/p/shenmue-3
The Messenger,"₺304,13","Kumanda Desteği, Platform, Aksiyon, Bulut Kayıtları, Tek Oyunculu",,Sabotage Studios,PEGI 3,https://store.epicgames.com/tr/p/the-messenger
Bee Simulator,₺85,"Macera, Tek Oyunculu, Basit Eğlence, Keşif","Ses ve  İngilizce, Fransızca, İtalyanca, Almanca, İspanyolca - İspanya, Lehçe, Portekizce - Brezilya, Rusça, Felemenkçe, Japonca, Basitleştirilmiş Çince, Geleneksel Çince, Korece",VARSAV Game Studios S.A,,https://store.epicgames.com/tr/p/bee-simulator
STAR WARS Jedi: Fallen Order,"₺279,99","Kumanda Desteği, Aksiyon, Tek Oyunculu, Başarılar, Macera",,Respawn Entertainment,PEGI 16,https://store.epicgames.com/tr/p/star-wars-jedi-fallen-order
Yaga,₺99,"RYO, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Bağımsız",,Breadcrumbs,,https://store.epicgames.com/tr/p/yaga
Superliminal,₺149,"Kumanda Desteği, Bulut Kayıtları, Tek Oyunculu, Bulmaca, Birinci Şahıs",,Pillow Castle,PEGI 12,https://store.epicgames.com/tr/p/superliminal
Nuclear Throne,"₺20,50","RYO, Kumanda Desteği, Aksiyon, Bulut Kayıtları, Tek Oyunculu, Yerel Çok Oyunculu",,Vlambeer,,https://store.epicgames.com/tr/p/nuclear-throne
Red Dead Redemption 2,₺2.299,"Açık Dünya, Hikaye Anlatımı, Aksiyon, Tek Oyunculu","İngilizce, Basitleştirilmiş Çince, Geleneksel Çince, Brezilya Portekizcesi, Fransızca, Almanca, İtalyanca, Japonca, Korece, Lehçe, Rusça, Portekizce, İspanyolca (İspanya) ve İspanyolca (Latin Amerika)",Rockstar Games,PEGI 18,https://store.epicgames.com/tr/p/red-dead-redemption-2
